report_id,user_id,material,created_at,updated_at,deleted_at
ET5FQ8M75R,92757274,_企業名：ユニコーン・テクノロジーズ_訪問時間：2023年10月10日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：ドラゴン・セールス_お客様の課題：コスト削減と業務効率化の両立_次回訪問日程：2023年10月24日_次回訪問目的（上記の訪問目的と同項目）：フォロー_フリーフォーマット：本日はユニコーン・テクノロジーズの佐藤様と商談を行い、コスト削減に向けた具体的な提案をさせていただきました。特に、最新の業務管理システムの導入による効率化を中心にお話ししました。次回は、提案内容に対するフィードバックを伺い、さらに具体的なプランを検討する予定です。,2023-11-08 14:02,2024-03-07 18:14,NULL
7BUY4SFSOH,64249803,_企業名：ユニコーン商会_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：ドラゴン佐藤_お客様の課題：製品の納期遅延による顧客満足度の低下_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：フォロー_フリーフォーマット：本日はユニコーン商会の田中様と製品納期の改善提案について商談を行いました。納期遅延が原因で顧客からのクレームが増えているとのことで、弊社の新しい物流システムを提案しました。田中様は関心を示され、次回のフォローアップで具体的な導入プランを提示することになりました。,2023-11-10 15:13,2023-10-26 11:29,NULL
HC9109FX9D,61655575,_企業名：マジカルバナナ株式会社_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：スーパーヒーロー田中_お客様の課題：新製品の販路拡大とマーケティング戦略の見直し_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：フォロー_フリーフォーマット：本日はマジカルバナナ株式会社にて、新製品の販路拡大に向けた提案を行いました。担当のスーパーヒーロー鈴木様とお話しし、現状のマーケティング戦略に課題があることを伺いました。次回は具体的な施策を提案するため、再度お伺いする予定です。,2023-11-13 07:03,2023-10-15 02:47,NULL
TIQW4VO730,88922696,_企業名：宇宙の果て商事株式会社_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：銀河系営業部長_お客様の課題：新商品の認知度向上と販路拡大_次回訪問日程：2023年10月12日 10:00_次回訪問目的（上記の訪問目的と同項目）：フォロー_フリーフォーマット：本日は宇宙の果て商事株式会社の担当者、星野様と商談を行い、新商品の認知度向上と販路拡大について提案をしました。星野様は現状の市場分析を重視しており、具体的なデータを基にした提案を求められました。次回は、より詳細な市場データを持参し、具体的な施策を提案することにします。,2023-11-13 12:31,2024-02-29 15:36,NULL
CS2QDGKSPH,53405714,_企業名：超絶クリエイティブ株式会社_訪問時間：2023年10月10日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：宇宙探査団リーダー_お客様の課題：新製品のマーケティング戦略が不明確であること_次回訪問日程：2023年10月24日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日は超絶クリエイティブ株式会社のマーケティング担当者、銀河系の星人と商談を行い、新製品のターゲット層と戦略について話し合った。お客様は、競合との差別化が課題で、私たちの提案したデジタルキャンペーンが興味深いとのこと。次回は具体的なプランを持参し、さらに深掘りする予定。,2023-11-13 14:19,2024-08-26 18:35,NULL
BYYJPMTG2X,04125772,_企業名：宇宙商事株式会社_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：銀河営業部長_お客様の課題：新製品の市場投入に伴うプロモーション戦略の不足_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日は宇宙商事株式会社のマーケティング担当者、星野様と面談し、彼らの新製品のプロモーション戦略に関するニーズをヒアリングしました。特に、ターゲット市場の明確化と効果的な広告手法の選定が課題として挙げられました。次回は具体的な提案を持参し、さらに詳細なプランを提示する予定です。,2023-11-13 16:28,2023-09-09 12:34,NULL
8I8VZMFAF8,72415063,_企業名：ユニコーンペイント株式会社_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：ドラゴン営業部長_お客様の課題：新製品のカラーバリエーションが不足しており、競争力を高めたい_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日はユニコーンペイント株式会社様と、競合他社に対抗するための新製品カラーバリエーションの提案について商談を行いました。お客様は現在のカラーバリエーションに不満を持たれており、我々の新提案に興味を示されました。次回は具体的なサンプルを持参し、さらに詳細な提案を行う予定です。,2023-11-14 03:37,2023-09-22 05:24,NULL
N1QZN9CH9T,05563425,_企業名：ユニコーン株式会社_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：ドラゴン佐藤_お客様の課題：新製品の市場投入に伴うプロモーション戦略の見直し_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日はユニコーン株式会社のマーケティング部門の担当者、ペガサス田中さんと商談を行いました。新製品の市場投入に向けて、現在のプロモーション戦略に課題があるとのことでした。私たちの提案として、デジタルマーケティングの強化とSNSを活用したキャンペーンの実施を提案しました。次回は具体的な施策についてさらに深掘りする予定です。,2023-11-17 19:14,2023-10-19 11:49,NULL
7CRITDIU6A,64993416,_企業名：ユニコーン株式会社_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：ドラゴン佐藤_お客様の課題：新製品の導入に伴うコスト削減と効率化_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：フォロー_フリーフォーマット：本日はユニコーン株式会社の山田様と新製品導入に関する提案を行いました。コスト削減と効率化の具体的な方法を提示し、関心を示していただきました。次回は提案内容の詳細を詰めるために再度訪問予定です。,2023-11-20 16:27,2023-09-25 13:01,NULL
PISMUAEH6G,85171900,_企業名：異次元テクノロジーズ株式会社_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：山田太郎_お客様の課題：新しいデータ管理システムの導入に伴うコスト削減と効率化_次回訪問日程：2023年10月19日_次回訪問目的（上記の訪問目的と同項目）：フォロー_フリーフォーマット：本日は異次元テクノロジーズ株式会社の佐藤様と商談を行い、データ管理システムの提案をしました。お客様は、現在のシステムに不満を持っており、特にコスト面と操作性に課題があるとのことでした。提案したシステムがこれらの問題を解決できると確信しており、次回は具体的な導入プランについて詳しくお話しする予定です。,2023-11-20 16:44,2023-10-24 06:53,NULL
E2FIP5907Q,59233102,_企業名：ユニコーンファクトリー株式会社_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：ドラゴンセールス部長_お客様の課題：新製品の市場投入に伴うプロモーション戦略の策定_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日はユニコーンファクトリー株式会社のマーケティング担当者、ペガサス氏と商談を行いました。新製品の市場投入に向けて、当社のデジタルマーケティングソリューションを提案し、具体的な戦略を共有しました。ペガサス氏からは、ターゲット層の明確化が必要とのフィードバックをいただき、次回はその点をさらに深掘りする予定です。,2023-11-21 05:54,2023-12-20 18:09,NULL
0VUW7TSNR7,44113628,_企業名：ユニコーン製菓株式会社_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：ドラゴン商事の佐藤太郎_お客様の課題：新商品の販促戦略が不明確で、ターゲット層の絞り込みができていない_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：今回の商談では、ユニコーン製菓の新商品の特徴とそれに基づく販促案を提案しました。特に、SNSを活用したターゲット層へのアプローチ方法を詳しく説明し、実施可能なプランを提示しました。お客様からは興味を持っていただき、次回の具体的な提案を求められました。,2023-11-21 19:49,2024-01-14 11:12,NULL
W7QWA8FS8S,93012133,_企業名：奇跡のビーズ株式会社_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：山田太郎_お客様の課題：新製品の販路拡大とマーケティング戦略の見直し_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：フォロー_フリーフォーマット：本日は奇跡のビーズ株式会社の田中様とお会いし、新製品「エメラルドビーズ」の販路拡大について提案を行いました。田中様は現在のマーケティング戦略に課題を感じており、特にオンライン販売の強化を希望されています。次回は提案した戦略の具体的な実施プランについてご相談する予定です。,2023-11-21 21:15,2024-01-04 22:42,NULL
4I4PR1NF0S,76432053,_企業名：宇宙の果て株式会社_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：銀河系営業部長_お客様の課題：新製品の市場投入に伴うプロモーション戦略の不足_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日は宇宙の果て株式会社のマーケティング担当者、星野太陽氏と面談し、新製品のプロモーション戦略について具体的な提案を行いました。お客様は現状のプロモーションが不十分であり、特にSNSを活用した戦略に興味を示していました。次回は、SNS戦略の具体案を持参し、さらに詳細な提案を行う予定です。,2023-11-23 04:52,2024-03-03 11:44,NULL
XX14VYBWL2,80989658,_企業名：宇宙探査株式会社_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：銀河系営業部長_お客様の課題：新製品の市場投入に向けた戦略の不明確さ_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：精査_フリーフォーマット：本日、宇宙探査株式会社の銀河市場担当者、星野様と商談を行いました。新製品の市場投入に向けた具体的な戦略が必要とのことでした。私たちの提案に対し、星野様は関心を示され、具体的なデータを提示することを約束しました。次回はそのデータを基にさらに詳細な提案を行う予定です。,2023-11-23 12:48,2024-08-06 18:18,NULL
AOOMKXMU92,98876028,_企業名：ユニコーン・トランスフォーメーション株式会社_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：ドラゴン・セールス部長_お客様の課題：新製品の市場投入に向けた戦略立案とリソース配分の最適化_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：フォロー_フリーフォーマット：本日はユニコーン・トランスフォーメーション株式会社の担当者、ペガサス・マーケティング部長と商談を行い、彼らの新製品の市場投入に関する課題をヒアリングしました。特に、リソースの配分や市場調査の結果に基づく戦略の必要性が強調されました。次回の訪問では、具体的な提案を持参し、さらなる関係構築を図る予定です。,2023-11-24 13:53,2024-08-01 04:38,NULL
MM87AJ5JKX,36393300,_企業名：ユニコーンファクトリー株式会社_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：スーパーヒーロー営業部長_お客様の課題：新製品の市場投入に向けたプロモーション戦略の策定が必要_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：フォロー_フリーフォーマット：本日はユニコーンファクトリー株式会社にて、スーパーヒーロー営業部長と共に新製品のプロモーション戦略について提案を行いました。お客様は具体的なターゲット層の設定と効果的な広告媒体の選定を求めており、我々の提案が非常に有効であると感じていただけました。次回は提案内容のフィードバックを受け、さらに具体的なプランを持参する予定です。,2023-11-24 16:17,2024-05-24 18:34,NULL
I52RUN3OUU,95265834,_企業名：宇宙探査株式会社_訪問時間：2023年10月10日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：銀河系営業部長_お客様の課題：新製品の市場投入に関する戦略が不明瞭で、競合との差別化が必要_次回訪問日程：2023年10月20日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日は宇宙探査株式会社の新製品戦略について商談を行い、競合分析と差別化ポイントを明確にする提案を行いました。お客様は具体的なデータを求めており、次回の訪問で詳細な資料を持参することを約束しました。,2023-11-26 06:30,2024-02-02 09:34,NULL
ZOVJ52EV71,93852109,_企業名：宇宙船株式会社_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：銀河系営業部長_お客様の課題：新製品の市場投入に伴うマーケティング戦略の見直し_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：フォロー_フリーフォーマット：本日は宇宙船株式会社のマーケティング担当者、星野様と商談を行い、新製品の特長を詳しく説明し、具体的な提案を行いました。星野様は市場分析のデータを重視しており、次回はそのデータを基にした具体的な戦略を提案する予定です。,2023-11-26 12:00,2023-10-17 09:29,NULL
OJ8Z1OHLU0,50360736,_企業名：ユニコーン株式会社_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：ドラゴン佐藤_お客様の課題：新製品の市場投入に向けた効果的なプロモーション戦略の策定_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：フォロー_フリーフォーマット：本日はユニコーン株式会社のマーケティング担当、バルキリー山田氏と面談し、当社の新製品に関する提案を行いました。お客様は新製品の市場投入にあたり、競合との差別化を図るためのプロモーション戦略に悩んでおり、具体的な施策について意見を求められました。こちらからは、SNSを活用したキャンペーンやインフルエンサーとのコラボレーションなどのアイデアを提案し、次回のフォローアップで具体的なプランをさらに詰めることになりました。,2023-11-28 23:47,2024-02-17 20:40,NULL
DOHLRSWE20,68785531,_企業名：超絶クリエイティブ株式会社_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：田中太郎_お客様の課題：新商品開発におけるマーケティング戦略の不足_次回訪問日程：2023年10月15日_次回訪問目的（上記の訪問目的と同項目）：フォロー_フリーフォーマット：本日は超絶クリエイティブ株式会社の佐藤花子様と商談を行いました。新商品開発において、競合との差別化が課題であるとのことでした。私たちの提案したマーケティング戦略が非常に興味を持たれ、具体的なアイデアについてもお話しできました。次回はさらに詳細なプランをお持ちし、実施可能性について検討する予定です。,2023-11-30 18:29,2024-04-15 00:53,NULL
1OE3O2Z03V,16516339,_企業名：ユニコーン製菓株式会社_訪問時間：2023年10月3日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：ドラゴン商事営業部長_お客様の課題：新商品の市場投入に伴う販促戦略の構築_次回訪問日程：2023年10月17日_次回訪問目的（上記の訪問目的と同項目）：フォロー_フリーフォーマット：本日はユニコーン製菓株式会社の担当者、フラミンゴさんと商談を行いました。新商品の発売に際して、競合との差別化ポイントを明確にしたいとのことでした。弊社のデータ分析ツールを活用した販促戦略の提案を行い、次回の訪問で具体的なプランを提示することを約束しました。,2023-11-30 22:18,2023-12-05 11:02,NULL
6B70EHE0HM,29372843,_企業名：ユニコーンファクトリー株式会社_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：ドラゴンセールス部長_お客様の課題：新製品の市場投入に向けた戦略立案と販路拡大_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：フォロー_フリーフォーマット：本日、ユニコーンファクトリー株式会社の担当者であるマジカルマーケティング部のセレブリティ様と商談を行いました。新製品の市場投入に向けた具体的な戦略についてお話しし、当社の提供可能なソリューションがどのように役立つかを提案しました。お客様は現在の課題を深く理解されており、次回の訪問でさらに具体的なプランを詰めることになりました。,2023-11-30 23:38,2023-09-14 06:25,NULL
EGZ8MSMJL4,37112060,_企業名：宇宙探査株式会社_訪問時間：2023年10月12日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：銀河営業部長_お客様の課題：新製品の市場投入に向けたプロモーション戦略の不足_次回訪問日程：2023年10月26日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日は、宇宙探査株式会社のマーケティング担当者、星野様と商談を行いました。新製品の市場投入に際し、プロモーション戦略が不十分であるという課題を伺い、具体的な提案を行いました。特に、SNSを活用したキャンペーンの実施を提案し、効果的なターゲティング方法についても説明しました。次回は、提案内容をさらに具体化し、実施計画を練る予定です。,2023-12-01 08:12,2024-06-01 13:33,NULL
1XBFKY7OKC,34993042,_企業名：ユニコーンファクトリー株式会社_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：スーパーロボット山田_お客様の課題：新商品の市場投入に向けた効果的なプロモーション戦略の策定_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：フォロー_フリーフォーマット：本日はユニコーンファクトリー株式会社のマーケティング担当者、ファンタスティック佐藤さんと商談を行い、新商品のプロモーションに関するニーズをヒアリングしました。彼らはターゲット市場の明確化と、SNSを活用した効果的な広告手法を求めています。次回は提案内容を具体化し、実施プランを提示する予定です。,2023-12-01 21:33,2024-08-14 09:51,NULL
WSKYI0FDXZ,49780674,_企業名：宇宙旅行株式会社_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：銀河系営業部長_お客様の課題：新規宇宙旅行パッケージの開発におけるマーケティング戦略の不足_次回訪問日程：2023年10月19日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日は宇宙旅行株式会社の担当者、星野様と商談を行い、同社の新規宇宙旅行パッケージに対するマーケティング戦略の不足について具体的な提案を行いました。特に、ターゲット層の明確化とプロモーション手法の多様化が求められているとのことでした。次回は、具体的なマーケティングプランを提示する予定です。,2023-12-02 14:10,2023-10-10 08:29,NULL
NN8N4BWLEB,97823141,_企業名：ユニバースクリエイターズ株式会社_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：佐藤 太郎_お客様の課題：新製品の市場投入に伴うプロモーション戦略の不足_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日はユニバースクリエイターズ株式会社のマーケティング担当、田中 花子さんと商談を行い、同社の新製品「エコフューチャー」の市場投入に向けたプロモーション戦略について意見交換をしました。田中さんは、ターゲット層の明確化と効果的な広告手法の提案を求めており、我々の提案が今後の戦略に役立つ可能性があると感じました。次回は具体的な広告案を持参し、さらに深掘りした議論を行う予定です。,2023-12-02 16:37,2024-07-18 11:17,NULL
UUVUSNFNVG,88977777,_企業名：ユニコーンファクトリー株式会社_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：ドラゴンセールス部長_お客様の課題：新製品の市場投入に伴うプロモーション戦略の不足_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：フォロー_フリーフォーマット：本日はユニコーンファクトリー株式会社に訪問し、新製品のプロモーション戦略について提案を行いました。お客様は市場の競争が激化していることを懸念しており、効果的な戦略を求めています。次回は提案内容についてのフィードバックを受けるためのフォロー訪問を予定しています。,2023-12-02 21:51,2024-06-10 16:18,NULL
MFMT2T38VI,33648077,_企業名：ユニコーンエンタープライズ_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：ドラゴン佐藤_お客様の課題：新製品の市場投入における競合分析とプロモーション戦略の不足_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日はユニコーンエンタープライズのマーケティング担当者、ペガサス山田さんと商談を行い、新製品の市場投入に関する課題をヒアリングしました。競合分析やプロモーション戦略が不足しているとのこと。次回は具体的な提案を持参し、戦略を練るためのディスカッションを行う予定です。,2023-12-03 07:20,2024-05-03 06:42,NULL
95M4I3F0WE,27063854,_企業名：ユニコーン製作所_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：ドラゴン田中_お客様の課題：新製品の市場投入に向けたプロモーション戦略の不足_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日、ユニコーン製作所のマーケティング担当、ペガサス佐藤さんと商談を行い、同社の新製品に対するプロモーション戦略の課題をヒアリングしました。具体的には、ターゲット層の明確化と効果的な広告手法が求められていることが分かりました。次回は、提案内容を具体化し、実施プランを提示する予定です。,2023-12-03 19:55,2024-06-21 23:52,NULL
O68DLZSELB,71276044,_企業名：宇宙の果て商事株式会社_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：銀河系営業部長_お客様の課題：新製品の導入に伴うコスト削減と効率化_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：フォロー_フリーフォーマット：本日は宇宙の果て商事株式会社の田中様と商談を行いました。新製品導入に関する課題を伺い、コスト削減と効率化の具体的な提案を行いました。田中様は導入に前向きな姿勢を示され、次回のフォローアップで詳細なプランを提示することを約束しました。,2023-12-04 07:04,2023-09-05 09:18,NULL
AHWMHMSGQ3,43979678,_企業名：宇宙商会_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：銀河系営業部長_お客様の課題：新製品の認知度向上と販路拡大_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：フォロー_フリーフォーマット：本日は宇宙商会の新製品について提案を行い、お客様のニーズを深掘りしました。特に、SNSを活用したマーケティング戦略が求められていることが明確になりました。次回は具体的な施策を持参し、より詳細なプランを提案する予定です。,2023-12-04 12:33,2023-12-31 05:14,NULL
6RVMBRJIGL,23248982,_企業名：宇宙探査株式会社_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：銀河商事の星野太郎_お客様の課題：新製品の市場投入に向けた戦略策定とプロモーション手法の確立_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日は宇宙探査株式会社の新製品に関する具体的な提案を行い、競合分析やターゲット層の明確化についてディスカッションを実施。お客様のニーズに基づいたプロモーション案をいくつか提示し、次回はそのフィードバックを基にさらに具体的な戦略を練ることを確認。星野さんからも貴重な意見をいただき、関係構築が進んだと感じた。,2023-12-06 01:21,2024-02-06 14:52,NULL
RNMML64MXI,77131648,_企業名：ユニコーンテクノロジーズ_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：佐藤太郎_お客様の課題：新製品の市場導入に関する戦略の見直し_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：フォロー_フリーフォーマット：本日はユニコーンテクノロジーズの田中様とお会いし、新製品の市場導入に関する課題についてお話ししました。お客様は市場競争が激化している中で、効果的なマーケティング戦略を求めており、我々の提案がその解決策になる可能性を感じました。次回は提案内容の詳細を詰めるために再度訪問する予定です。,2023-12-07 22:51,2024-06-20 18:24,NULL
6OD0CYG370,18836861,_企業名：ユニコーン株式会社_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：佐藤 太郎_お客様の課題：新製品の市場導入に関するマーケティング戦略の不足_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日はユニコーン株式会社の田中様と、新製品の市場導入に関する提案を行いました。お客様は現在、ターゲット市場の選定とプロモーション戦略に悩んでおり、我々の提供するデータ分析ツールが有効であることを説明しました。次回は具体的なプランを持参し、さらに詳細な提案を行う予定です。,2023-12-09 04:01,2024-08-11 10:29,NULL
QU8WB95FW9,22527715,_企業名：ユニコーンテクノロジーズ_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：田中太郎_お客様の課題：新製品の市場投入に向けたマーケティング戦略の不足_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日はユニコーンテクノロジーズの佐藤様と商談を行い、彼らの新製品に対するマーケティング戦略の現状を把握しました。現状の課題として、ターゲット市場の明確化とプロモーション手法の選定が不足しているとのこと。次回は具体的な提案を持参し、解決策を提示する予定です。,2023-12-10 04:12,2024-04-29 09:42,NULL
6Z0YTWHJPI,81926136,_企業名：ユニコーン製薬株式会社_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：佐藤太郎_お客様の課題：新製品の市場導入に伴うプロモーション戦略の不足_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日はユニコーン製薬株式会社の鈴木一郎氏と商談を行い、弊社の新製品プロモーションプランを提案しました。鈴木氏は現状の課題を明確にし、特にデジタルマーケティングの強化を希望されていました。次回は具体的なプランを持参し、さらに詳しい提案を行う予定です。,2023-12-11 06:17,2024-07-12 14:43,NULL
ANZK3FWJKD,56361306,_企業名：ユニコーン株式会社_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：ドラゴン山田_お客様の課題：新製品の導入に伴うコスト削減と効率化のニーズ_次回訪問日程：2023年10月12日 10:00_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日はユニコーン株式会社に訪問し、新製品の導入に関する提案を行いました。お客様はコスト削減と業務効率化を強く求めており、具体的な数値データを交えたプレゼンテーションを実施しました。お客様の反応は良好で、次回は詳細な導入プランを持参することになりました。,2023-12-12 14:06,2023-11-23 15:00,NULL
GWAZ6XFTGZ,92757274,_企業名：スカイビジョン株式会社_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：田中太郎_お客様の課題：新製品の市場投入にあたり、競合との差別化戦略が必要_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：フォロー_フリーフォーマット：本日はスカイビジョン株式会社の鈴木様と商談を行い、競合他社の動向を踏まえた新製品の提案を実施しました。鈴木様からは、ターゲット市場における具体的なニーズや期待される機能についてお話を伺い、次回はその情報を基にさらに詳細な提案を行うことを約束しました。,2023-12-13 08:21,2024-02-27 09:46,NULL
985BEFQRZA,64249803,_企業名：ウニクス株式会社_訪問時間：2023年10月12日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：田中太郎_お客様の課題：新製品の市場投入に伴うプロモーション戦略の不足_次回訪問日程：2023年10月26日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：ウニクス株式会社のマーケティング担当者、佐藤花子さんと商談。新製品の市場投入に向けたプロモーション戦略の不足が課題であることを確認。具体的な提案として、SNSキャンペーンやインフルエンサーとの連携を提案し、次回の訪問で詳細を詰めることを約束。,2023-12-13 15:49,2024-07-06 13:27,NULL
6C2WD64SN5,61655575,_企業名：アクアリウムテクノロジーズ_訪問時間：2023年10月5日 14:00_訪問目的（初回訪問、精査、提案、クローズ、関係構築、フォロー、納品など）：提案_同行者名：鈴木太郎_お客様の課題：新製品の導入に伴うコスト削減と効率化_次回訪問日程：2023年10月12日_次回訪問目的（上記の訪問目的と同項目）：提案_フリーフォーマット：本日はアクアリウムテクノロジーズの田中様とお会いし、最新の製品ラインナップを提案しました。お客様はコスト削減を強く希望されており、具体的な数値を示した資料を基に、導入後のROIを説明しました。次回はさらに詳細なデモを行う予定です。,2023-12-13 19:26,2024-04-26 13:02,NULL
